Image_URL,Annotations,Saved_Filename
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f58/1980,1161,1085,1090/pct:25/0/default.jpg",blaireau,btv1b525064305_f58_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f59/1608,591,1154,1351/pct:25/0/default.jpg","chat.sauvage, forêt, ombre",btv1b525064305_f59_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f60/1991,879,1101,1188/pct:25/0/default.jpg","cours.d'eau, loutre, poisson",btv1b525064305_f60_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f62/547,618,2634,1415/pct:25/0/default.jpg","chien, collier.de.chien, laisse, lévrier, meute",btv1b525064305_f62_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f78/2044,602,1160,1529/pct:25/0/default.jpg","chien, collier.de.chien, laisse",btv1b525064305_f78_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f87/329,1501,1156,1331/pct:25/0/default.jpg","appareillage, cheminée, chenil, chien, colombage, palissade, serrure, verrou",btv1b525064305_f87_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f105/329,2267,1068,1161/pct:25/0/default.jpg","chien, flair, laisse",btv1b525064305_f105_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f105/1594,389,1145,2257/pct:25/0/default.jpg","cerf, chasse, chien, cor, meute, ombre",btv1b525064305_f105_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f113/1424,739,1342,1703/pct:25/0/default.jpg","cerf, chasse, chien, cor, curée, laisse, meute",btv1b525064305_f113_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f139/109,1575,1132,2024/pct:25/0/default.jpg","blessure, cerf, chasse, chien, meute",btv1b525064305_f139_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f152/846,1237,1411,1514/pct:25/0/default.jpg","arbalète, blessure, cadavre, chasse, chien, collier.de.chien, combat, fourreau, lance, ours",btv1b525064305_f152_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f153/1569,1640,1115,1755/pct:25/0/default.jpg","cavalier, chasse, cheval, chien, cor, harnais, meute, sanglier",btv1b525064305_f153_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f155/131,1192,1241,1459/pct:25/0/default.jpg","cavalier, chasse, chien, coiffe, harnais, meute, pique, sanglier",btv1b525064305_f155_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f157/1481,1438,1328,1552/pct:25/0/default.jpg","appât, cavalier, chasse, cours.d'eau, loup",btv1b525064305_f157_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f178/2000,368,1230,1360/pct:25/0/default.jpg","chien, collier.de.chien, éperon, flair, lévrier, meute",btv1b525064305_f178_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b525064305/f178/688,2531,1311,807/pct:25/0/default.jpg","arc, biche, carquois, cerf, chasse, sanglier",btv1b525064305_f178_2.jpg
