Image_URL,Annotations,Saved_Filename
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f60/158,1895,2649,1781/pct:25/0/default.jpg","coffret, cour, estrade, lampe, palais, parabole, roi, trône, turban, vêtement",btv1b8419219x_f60_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f95/570,697,2634,1653/pct:25/0/default.jpg","arbre, chasse, étoffe, filet, palmier, parabole, piège, rossignol, turban, vêtement",btv1b8419219x_f95_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f120/83,2084,3088,2415/pct:25/0/default.jpg","arbre, dragon, parabole, puits, rat, serpent, unicorne, vêtement",btv1b8419219x_f120_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f125/844,2539,2406,1898/pct:25/0/default.jpg","arbre, coiffe, étoffe, parabole, turban, vêtement",btv1b8419219x_f125_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f128/121,1666,2291,1959/pct:25/0/default.jpg","ceinture, colonne, couronne, décor, fourrure, palais, parabole, pavement, roi, trône, turban, vêtement",btv1b8419219x_f128_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f146/107,1673,2304,1730/pct:25/0/default.jpg","ceinture, couronne, décor, étoffe, parabole, roi, trône, turban, vase, vêtement, vizir",btv1b8419219x_f146_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f147/866,2441,2378,1727/pct:25/0/default.jpg","bijou, bouteille, coupe, danseur, grotte, parabole, transparence, vêtement",btv1b8419219x_f147_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f151/762,3472,2420,1588/pct:25/0/default.jpg","coiffe, colonne, lampe, parabole",btv1b8419219x_f151_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f152/110,606,2342,1677/pct:25/0/default.jpg","bijou, ceinture, coiffe, colonne, lampe, parabole, vêtement",btv1b8419219x_f152_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f168/51,1207,2567,1836/pct:25/0/default.jpg","cavalier, chasse, cheval, couronne, gazelle, harnais, lance, parabole, roi, tapis.de.selle, vêtement",btv1b8419219x_f168_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f180/164,625,2310,2632/pct:25/0/default.jpg","arbre, baptême, cours.d'eau, croix, étoffe, nimbe, poisson, s.barlaam, s.josaphat, transparence, vêtement",btv1b8419219x_f180_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f200/127,2582,2380,2038/pct:25/0/default.jpg","arbre, étoffe, nimbe, s.barlaam, s.josaphat, vêtement",btv1b8419219x_f200_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f204/146,2629,2285,1821/pct:25/0/default.jpg","abenner, couronne, étoffe, lampe, précepteur, roi, turban, vase, vêtement, zardan",btv1b8419219x_f204_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f208/113,2459,2434,2320/pct:25/0/default.jpg","ascète, casque, épée, estrade, messager, soldat, vêtement",btv1b8419219x_f208_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f218/120,2296,2385,2101/pct:25/0/default.jpg","abenner, cour, couronne, étoffe, nachor, roi, ruse, s.barlaam, substitution, trône, turban, vêtement",btv1b8419219x_f218_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f227/753,734,2467,1626/pct:25/0/default.jpg","abenner, couronne, étoffe, lampe, plateau, roi, s.josaphat, trône, vase, vêtement",btv1b8419219x_f227_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f262/101,2662,2383,1572/pct:25/0/default.jpg","couronne, étoffe, nachor, s.josaphat, trône, turban, vase, vêtement",btv1b8419219x_f262_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f265/920,1402,2373,1571/pct:25/0/default.jpg","grotte, moine, nachor, nimbe, prosternation, vêtement",btv1b8419219x_f265_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f276/181,2336,2407,2071/pct:25/0/default.jpg","bijou, ceinture, coiffe, couronne, esclave, étoffe, s.josaphat, trône, vêtement",btv1b8419219x_f276_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f309/795,644,2480,2070/pct:25/0/default.jpg","abenner, arashin, couronne, coussin, décor, fermail, lampe, rideau, roi, trône, turban, vase",btv1b8419219x_f309_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f312/183,808,2360,2158/pct:25/0/default.jpg","ceinture, cour, couronne, couronnement, croix, fourrure, s.josaphat, trône, turban, vêtement",btv1b8419219x_f312_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f324/177,2277,2391,1771/pct:25/0/default.jpg","abenner, étoffe, lampe, palais, rideau, roi, s.josaphat, trône, turban, vase, vêtement",btv1b8419219x_f324_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f330/101,1430,2461,1974/pct:25/0/default.jpg","abenner, baptême, canne, chasuble, clergé, coiffe, couronne, croix, estrade, étoffe, fonts, nimbe, roi, s.josaphat, sacrement, vêtement",btv1b8419219x_f330_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f338/158,816,2411,1797/pct:25/0/default.jpg","barachias, coiffe, couronne, étoffe, roi, s.josaphat, trône, vêtement",btv1b8419219x_f338_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f341/702,1309,2599,2333/pct:25/0/default.jpg","barachias, couronne, croix, roi, trône, turban, vêtement, vizir",btv1b8419219x_f341_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f347/896,696,2398,2043/pct:25/0/default.jpg","ascète, barachias, croix, étoffe, lampe, nimbe, roi, s.josaphat, vase, vêtement",btv1b8419219x_f347_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f358/196,786,2445,1996/pct:25/0/default.jpg","arbre, ascète, croix, nimbe, s.barlaam, s.josaphat, vêtement",btv1b8419219x_f358_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f1/18,37,3474,5050/pct:25/0/default.jpg",,btv1b8419219x_f1_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8419219x/f388/89,38,3466,5126/pct:25/0/default.jpg",,btv1b8419219x_f388_1.jpg
Image_URL,Annotations,Saved_Filename
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f11/398,195,2317,3945/pct:25/0/default.jpg","armoiries, casque, grenade, serpent, trèfle",btv1b8470209d_f11_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f22/587,318,2326,3787/pct:25/0/default.jpg","armoiries, bâton.cantoral, chapeau",btv1b8470209d_f22_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f51/146,66,2752,3291/pct:25/0/default.jpg","chérubin, création, dieu, orbe",btv1b8470209d_f51_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f54/1595,1162,889,934/pct:25/0/default.jpg","lance, nudité, putto",btv1b8470209d_f54_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f54/282,277,2802,3744/pct:25/0/default.jpg","monstre, mouche",btv1b8470209d_f54_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f59/133,137,2752,3243/pct:25/0/default.jpg","création, dieu",btv1b8470209d_f59_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f64/1630,1762,903,727/pct:25/0/default.jpg","dragon, lettre.zoomorphe",btv1b8470209d_f64_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f77/156,160,2751,3280/pct:25/0/default.jpg","arbre, création, dieu, île, planète, plante",btv1b8470209d_f77_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f80/542,2447,780,763/pct:25/0/default.jpg",lion,btv1b8470209d_f80_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f83/235,2061,831,755/pct:25/0/default.jpg",hybride,btv1b8470209d_f83_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f85/133,111,2745,3309/pct:25/0/default.jpg","balance, bélier, cancer, capricorne, cours.d'eau, création, dieu, écrevisse, étoile, gémeaux, lion, luna, nudité, poissons, sagittaire, scorpion, sol, taureau, vase, verseau, vierge, zodiaque",btv1b8470209d_f85_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f90/1701,1179,777,791/pct:25/0/default.jpg",rosier,btv1b8470209d_f90_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f93/97,150,2710,3315/pct:25/0/default.jpg","arbre, champignon, chardonneret, cigogne, création, dieu, faucon, grenouille, homard, huppe, oiseau, paon, perroquet, planète, poisson, rapace, transparence",btv1b8470209d_f93_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f95/124,110,2728,3889/pct:25/0/default.jpg","nid, nudité, oiseau, putto",btv1b8470209d_f95_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f96/199,155,2858,3966/pct:25/0/default.jpg","chapel, morsure, nudité, poignard, putto, serpent",btv1b8470209d_f96_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f98/592,2747,760,702/pct:25/0/default.jpg",hybride,btv1b8470209d_f98_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f99/1377,949,874,795/pct:25/0/default.jpg","combat, lion, nudité, putto",btv1b8470209d_f99_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f99/155,415,927,914/pct:25/0/default.jpg","aigle, combat, nudité, putto",btv1b8470209d_f99_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f101/137,137,2742,3280/pct:25/0/default.jpg","adam, bouc, chien, création.ève, dieu, dragon, ève, lapin, lion, mouton, nudité, oiseau, ours, planète, poisson, prière, quadrupède, rapace, sommeil, taureau, transparence",btv1b8470209d_f101_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f106/1669,808,870,746/pct:25/0/default.jpg",oiseau,btv1b8470209d_f106_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f109/89,102,2744,3350/pct:25/0/default.jpg","adam, âne, arbre, bénédiction, champignon, corbeau, dieu, dragon, ève, hibou, huppe, île, léopard, lévrier, luna, mouton, nudité, oiseau, orbe, ours, planète, poisson, sanglier, singe, taureau, transparence",btv1b8470209d_f109_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f113/1328,2430,876,770/pct:25/0/default.jpg","ermite, homme.sauvage",btv1b8470209d_f113_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f113/297,2088,729,688/pct:25/0/default.jpg",vêtement,btv1b8470209d_f113_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f113/128,169,2916,3692/pct:25/0/default.jpg",oiseau,btv1b8470209d_f113_3.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f114/1664,462,920,814/pct:25/0/default.jpg",oiseau,btv1b8470209d_f114_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f115/106,226,2917,3735/pct:25/0/default.jpg",monstre,btv1b8470209d_f115_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f118/811,822,1889,2472/pct:25/0/default.jpg","arme, armure, arrestation.du.christ, ceinture, christ, coiffe, couteau, fourreau, judas, lance, malchus, passion, poignard, s.pierre, soldat, torchère",btv1b8470209d_f118_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f119/1951,3358,844,777/pct:25/0/default.jpg","casque, cygne, emblème",btv1b8470209d_f119_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f119/305,2526,755,710/pct:25/0/default.jpg",armoiries,btv1b8470209d_f119_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f148/752,915,1916,2398/pct:25/0/default.jpg","arme, armure, banc, bois, ceinture, christ, comparution.du.christ, décor, épée, estrade, étoffe, incrustation, lance, passion, pilate, soldat, tenture",btv1b8470209d_f148_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f155/528,837,1987,2521/pct:25/0/default.jpg","arme, armure, bois, ceinture, christ, clou, corde, étoffe, herse, lamentation, lance, marteau, panier, passion, poignard, portement.de.croix, s.marie, soldat, tour",btv1b8470209d_f155_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f161/429,814,2096,2624/pct:25/0/default.jpg","armure, blessure, bois, cavalier, centurion, chapel, cheval, christ, clou, corde, dés, étoffe, harnais, lance, marteau, mise.en.croix, nudité, panier, passion, poignard, sol, soldat, transparence, vêtement",btv1b8470209d_f161_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f163/276,673,817,789/pct:25/0/default.jpg",oiseau,btv1b8470209d_f163_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f167/451,825,2138,2672/pct:25/0/default.jpg","armure, blessure, bois, cavalier, centurion, chien, christ, crâne, crucifixion, enfant, lamentation, lance, nudité, pâmoison, passion, pennon, s.femmes, s.jean, s.marie, sol, transparence",btv1b8470209d_f167_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f173/318,724,2190,2744/pct:25/0/default.jpg","blessure, bois, cadavre, christ, clou, croix, échelle, lamentation, nudité, passion, pietà, pot, s.femmes, s.jean, s.marie, tombe, transparence",btv1b8470209d_f173_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f185/382,604,2149,2753/pct:25/0/default.jpg","cadavre, christ, joseph.d'arimathie, lamentation, linceul, mise.au.tombeau, passion, s.femmes, s.jean, s.marie, transparence",btv1b8470209d_f185_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f222/763,865,1908,2445/pct:25/0/default.jpg","ange, bertrando.de.rossi, bijou, ceinture, christ, colombe, emblème, enfant, étoffe, nudité, phylactère, prière, s.esprit, s.marie, séraphin, trône, vierge.à.l'enfant",btv1b8470209d_f222_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f222/1440,3310,586,682/pct:25/0/default.jpg",armoiries,btv1b8470209d_f222_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f232/787,912,1852,2346/pct:25/0/default.jpg","abside, ambon, autel, bougeoir, cierge, clergé, codex, coupole, croix.d'autel, croix.de.procession, crosse, décor, dépouille, diacre, église, encensoir, enfant, enfant.de.choeur, évêque, funérailles, gant, liturgie, nappe, office, saint, toit, tombe, voûte",btv1b8470209d_f232_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f234/1488,3296,548,521/pct:25/0/default.jpg",armoiries,btv1b8470209d_f234_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f297/330,841,2221,2649/pct:25/0/default.jpg","arche, brancard, cierge, codex, david, emblème, enfant, fermail, fourrure, harpe, lampe, lévites, musicien, porteur, procession, psaltérion, roi, vièle",btv1b8470209d_f297_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f299/1204,3474,456,451/pct:25/0/default.jpg",emblème,btv1b8470209d_f299_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f313/299,737,2199,2720/pct:25/0/default.jpg","ange, balcon, cagoule, candélabre, cardinal, cierge, cité, clergé, croix.de.procession, crosse, épée, feu, flagellant, flagellation, fortifications, fouet, fourreau, gant, mortification, pape, pénitence, procession, rome, s.grégoire.1",btv1b8470209d_f313_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f327/227,515,2195,2932/pct:25/0/default.jpg","ange, blessure, bois, christ, christ.juge, clou, colonne, corde, couronne.d'épines, croix, éponge, feu, fouet, instruments.de.la.passion, intercesseur, lance, nudité, numéraire, peau.de.bête, prière, résurrection.des.morts, s.jean.baptiste, s.marie, tête.coupée, tombe",btv1b8470209d_f327_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f329/1092,3433,479,440/pct:25/0/default.jpg",armoiries,btv1b8470209d_f329_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f345/99,204,2795,3695/pct:25/0/default.jpg",ange,btv1b8470209d_f345_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f349/320,2011,680,691/pct:25/0/default.jpg",coiffe,btv1b8470209d_f349_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f352/1627,2554,787,760/pct:25/0/default.jpg",coiffe,btv1b8470209d_f352_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f371/1224,706,932,1174/pct:25/0/default.jpg",monstre,btv1b8470209d_f371_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f371/66,160,2856,3749/pct:25/0/default.jpg",monstre,btv1b8470209d_f371_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f374/598,781,1923,2462/pct:25/0/default.jpg","chaire, s.matthieu, scribe",btv1b8470209d_f374_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f398/617,808,1852,2475/pct:25/0/default.jpg","bois, chaire, codex, incrustation, roue.à.livres, s.marc, scribe",btv1b8470209d_f398_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f399/105,117,2845,3853/pct:25/0/default.jpg","bouclier, cheval.bâton, jeu, joute, lance, nudité, putto",btv1b8470209d_f399_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f416/640,674,1873,2846/pct:25/0/default.jpg","chaire, couteau, s.luc",btv1b8470209d_f416_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f436/664,767,1838,2445/pct:25/0/default.jpg","bois, chaire, incrustation, pavement, s.jean, scribe",btv1b8470209d_f436_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f437/245,907,713,776/pct:25/0/default.jpg",dragon,btv1b8470209d_f437_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f452/588,697,1908,2634/pct:25/0/default.jpg","bénédiction, clergé, codex, croix.de.procession, crosse, décor, encensoir, évêque, fonts, liturgie, navette, pavement, prière, rameau, saint, voûte",btv1b8470209d_f452_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f462/634,616,1889,2649/pct:25/0/default.jpg","banc, bénédiction, calice, christ, codex, dieu, nappe, s.esprit, table, trinité",btv1b8470209d_f462_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f477/346,809,2112,2487/pct:25/0/default.jpg","blessure, bois, bourreau, christ, christ.de.pitié, clou, colonne, coq, corde, couronne.d'épines, croix, dés, dieu, échelle, éponge, fouet, gant, instruments.de.la.passion, lamentation, lance, lanterne, luna, marteau, nudité, numéraire, pot, s.esprit, s.jean, s.marie, sol, tenailles, tombe, transparence, trinité",btv1b8470209d_f477_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f478/549,814,826,780/pct:25/0/default.jpg","allégorie, linceul, mort, phylactère, squelette, tombe",btv1b8470209d_f478_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f486/641,782,1746,2461/pct:25/0/default.jpg","colombe, s.esprit",btv1b8470209d_f486_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f494/619,602,1907,2884/pct:25/0/default.jpg","ange, apôtres, archange, assemblée, cardinal, chalemie, chérubin, christ, clergé, confesseur, cornemuse, couronne, couronnement.de.la.vierge, crosse, diacre, emblème, ermite, évêque, feu, franciscain, gant, instrument.de.musique, juste, lis, martyr, moniale, musicien, orgue, peau.de.bête, prière, s.étienne, s.françois, s.jean.baptiste, s.marie, s.michel, s.pierre, saint, stigmates, trône, vierges",btv1b8470209d_f494_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f504/523,625,1972,2592/pct:25/0/default.jpg","apôtres, banc, bois, calice, cénacle, cène, christ, étoffe, eucharistie, hostie, nappe, passion, pavement",btv1b8470209d_f504_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f512/465,732,2020,2587/pct:25/0/default.jpg","blessure, christ, colonne, corde, flagellation.du.christ, fouet, fourreau, nudité, passion, transparence",btv1b8470209d_f512_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f513/442,1024,418,553/pct:25/0/default.jpg","croix, orfèvrerie",btv1b8470209d_f513_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f519/281,756,2296,2694/pct:25/0/default.jpg","ange, collier, encensoir, prière, s.marie, vierge.au.manteau, vierge.reine",btv1b8470209d_f519_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f528/474,709,2040,2617/pct:25/0/default.jpg","autel, bénitier, bois, bougeoir, bougie, calice, chapelet, christ, clergé, codex, décor, église, enfant, estrade, eucharistie, flambeau, hostie, liturgie, messe, mouchoir, nappe, nourrisson, prêtre, prière, s.marie, sacrement, saint, signe.de.croix, tympan, vierge.à.l'enfant",btv1b8470209d_f528_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f556/523,719,2006,2633/pct:25/0/default.jpg","blessure, christ, crâne, crucifixion, lamentation, nudité, passion, s.jean, s.marie, transparence",btv1b8470209d_f556_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f570/594,1314,1775,2294/pct:25/0/default.jpg","âne, baignoire, bois, broc, canne, christ, cuve, enfance.du.christ, enfant, étable, étoffe, mangeoire, nativité, s.joseph, s.marie, taureau",btv1b8470209d_f570_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f570/1712,674,767,1320/pct:25/0/default.jpg","ange, annonce.aux.bergers, enfance.du.christ, houlette, mouton, pasteur, troupeau, vision",btv1b8470209d_f570_2.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f571/93,81,2787,3884/pct:25/0/default.jpg","combat, dragon, hybride, nudité, putto",btv1b8470209d_f571_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f576/706,866,1749,2404/pct:25/0/default.jpg","blessure, christ, diacre, lapidation, martyre, prière, s.étienne, vision",btv1b8470209d_f576_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f582/673,656,1821,2608/pct:25/0/default.jpg","aristodème, balcon, cadavre, codex, coupe, poison, pontife, s.jean, saint",btv1b8470209d_f582_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f583/452,1015,447,331/pct:25/0/default.jpg","nimbe, siracide",btv1b8470209d_f583_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f586/509,752,2036,2630/pct:25/0/default.jpg","autel, bois, christ, circoncision.du.christ, couteau, coutume, enfance.du.christ, enfant, estrade, nappe, nudité, pontife, s.joseph, temple.jérusalem",btv1b8470209d_f586_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f590/525,747,2065,2738/pct:25/0/default.jpg","adoration.des.mages, bijou, cabane, christ, coupe, enfance.du.christ, enfant, étoffe, hangar, hommage, nimbe, offrande, orfèvrerie, pot, rois.mages, s.marie, vierge.reine",btv1b8470209d_f590_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f596/548,742,1957,2653/pct:25/0/default.jpg","chien, démon, désert, dragon, ermite, lion, morsure, quadrupède, rocher, s.antoine",btv1b8470209d_f596_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f599/298,786,2094,2840/pct:25/0/default.jpg","égorgement, étoffe, feu, fourreau, martyre, poignard, prière, s.agnès",btv1b8470209d_f599_1.jpg
"https://gallica.bnf.fr/iiif/ark:/12148/btv1b8470209d/f602/669,743,1829,2932/pct:25/0/default.jpg","anne.la.prophétesse, autel, bois, bougeoir, christ, codex, colombe, coupe, enfance.du.christ, estrade, étoffe, nappe, nourrisson, offrande, paon, présentation.au.temple, s.joseph, s.marie, syméon, temple.jérusalem",btv1b8470209d_f602_1.jpg
